file_id,lyrics
143,"""Two, three, four I was closin' all the blinds just so you could sleep the night through I was stayin' by your side just so I knew you were okay Then I was openin' the door just to see if you would walk through I started paintin' all the walls just to see if you liked the shade I would love just to be stuck to your side Not with anybody else, anybody else It's enough just to keep us occupied Please don't go I would love just to be stuck to your side Not with anybody else, anybody else, no It's enough just to keep us occupied Please don't go You were holdin' out your hands, hopin' I'd be there to hold to I went out to Amsterdam just so I could give you some space But I kept openin' my door just to see if you would walk through But now I'm paintin' all my walls just to see if you like the shade I would love just to be stuck to your side Not with anybody else, anybody else It's enough just to keep us occupied Please don't go I would love just to be stuck to your side Not with anybody else, anybody else, no It's enough just to keep us occupied Please don't go Not with anybody else, anybody else Please don't go Not with anybody else, anybody else, no Please don't go"""
144,"""I got a feeling That tonight's gonna be a good night That tonight's gonna be a good night That tonight's gonna be a good, good night A feeling That tonight's gonna be a good night That tonight's gonna be a good night That tonight's gonna be a good, good night A feeling (woo-hoo) That tonight's gonna be a good night That tonight's gonna be a good night That tonight's gonna be a good, good night A feeling (woo-hoo) That tonight's gonna be a good night That tonight's gonna be a good night That tonight's gonna be a good, good night Tonight's the night, let's live it up I got my money, let's spend it up (a fee-) Go out and smash it, like, 'Oh my God' Jump out that sofa, let's kick it, off (a fee-) I know that we'll have a ball If we get down and go out, and just lose it all I feel, stressed out, I wanna let it go Let's go way out, spaced out, and losin' all control Fill up my cup, mazel tov Look at her dancin', just take it, off (a fee-) Let's paint the town, we'll shut it down Let's burn the roof, and then we'll do it again Let's do it, let's do it, let's do it, let's do it And do it, and do it, let's live it up And do it, and do it, and do it, do it, do it Let's do it, let's do it, let's do it 'Cause I gotta feeling (woo-hoo) That tonight's gonna be a good night That tonight's gonna be a good night That tonight's gonna be a good, good night A feeling (woo-hoo) That tonight's gonna be a good night That tonight's gonna be a good night That tonight's gonna be a good, good night (a fee-) Tonight's the night (hey), let's live it up (let's live it up) I got my money (I'm paid), let's spend it up (let's spend it up) Go out and smash it (smash it), like, 'Oh my God' (like, 'Oh my God!') Jump out that sofa (come on), let's kick it, off (a fee-) Fill up my cup (drink), mazel tov (l'chaim) Look at her dancing (move it, move it), just take it, off (a fee-) Let's paint the town (paint the town), we'll shut it down (shut it down) Let's burn the roof (ooh-woo), and then we'll do it again Let's do it, let's do it, let's do it, (let's do it) let's do it And do it (do it), and do it, let's live it up And do it (do it), and do it (and do it) And do it, do it, do it (and do it) Let's do it (and do it), let's do it (and do it) Let's do it (hey), do it (hey), do it (hey), do it Here we come, here we go, we gotta rock Easy come, easy go, now we on top Feel the shot, body rock, rock it, don't stop Round and round, up and down, around the clock Monday, Tuesday, Wednesday and Thursday (do it) Friday, Saturday, Saturday to Sunday (do it) Get, get, get, get, get with us, you know what we say (say) Party every day, p-p-p-party every day And I'm feeling (woo-hoo) That tonight's gonna be a good night That tonight's gonna be a good night That tonight's gonna be a good, good night A feeling (woo-hoo) That tonight's gonna be a good night That tonight's gonna be a good night That tonight's gonna be a good, good night (Woo-hoo)"""
145,"""Hey, I was doing just fine before I met you I drink too much and that's an issue, but I'm okay Hey, you tell your friends it was nice to meet them But I hope I never see them again I know it breaks your heart Moved to the city in a broke-down car, and Four years, no calls Now you're lookin' pretty in a hotel bar And I-I-I can't stop No, I-I-I can't stop So, baby, pull me closer in the backseat of your Rover That I know you can't afford, bite that tattoo on your shoulder Pull the sheets right off the corner of the mattress that you stole From your roommate back in Boulder, we ain't ever gettin' older We ain't ever gettin' older We ain't ever gettin' older You look as good as the day I met you I forget just why I left you, I was insane Stay and play that blink-182 song That we beat to death in Tucson, okay I know it breaks your heart Moved to the city in a broke-down car, and Four years, no call Now I'm lookin' pretty in a hotel bar And I-I-I can't stop No, I-I-I can't stop So, baby, pull me closer in the backseat of your Rover That I know you can't afford, bite that tattoo on your shoulder Pull the sheets right off the corner of the mattress that you stole From your roommate back in Boulder, we ain't ever gettin' older We ain't ever gettin' older We ain't ever gettin' older So, baby, pull me closer in the backseat of your Rover That I know you can't afford, bite that tattoo on your shoulder Pull the sheets right off the corner of the mattress that you stole From your roommate back in Boulder, we ain't ever gettin' older We ain't ever gettin' older, no, we ain't ever gettin' older We ain't ever gettin' older, no, we ain't ever gettin' older We ain't ever gettin' older, we ain't ever gettin' older We ain't ever gettin' older, no, we ain't ever gettin' older Older We ain't ever gettin' older Older No, we ain't ever gettin' older"""
146,"""Yeah I've been tryna call I've been on my own for long enough Maybe you can show me how to love, maybe I'm goin' through withdrawals You don't even have to do too much You can turn me on with just a touch, baby I look around and Sin City's cold and empty (oh) No one's around to judge me (oh) I can't see clearly when you're gone I said, ooh, I'm blinded by the lights No, I can't sleep until I feel your touch I said, ooh, I'm drowning in the night Oh, when I'm like this, you're the one I trust (Hey, hey, hey) I'm running out of time 'Cause I can see the sun light up the sky So I hit the road in overdrive, baby, oh The city's cold and empty (oh) No one's around to judge me (oh) I can't see clearly when you're gone I said, ooh, I'm blinded by the lights No, I can't sleep until I feel your touch I said, ooh, I'm drowning in the night Oh, when I'm like this, you're the one I trust I'm just walking by to let you know (by to let you know) I could never say it on the phone (say it on the phone) Will never let you go this time (ooh) I said, ooh, I'm blinded by the lights No, I can't sleep until I feel your touch (Hey, hey, hey) (Hey, hey, hey) I said, ooh, I'm blinded by the lights No, I can't sleep until I feel your touch"""
147,"""I can't throw away the pieces that you gave Betrayed in a way of a knife stuck on my back How could you do this? We've been through this for a while Once a cure, now's a scar Hold me not Give me back my mind My thoughts that you've taken Starve me to care Could the night help me shut you out? You gave me a lesson Not to go and dive But I already dive I will try to latch myself out of your space Far away until the distance passed its line It's a new journey, my heart has had enough of pain Once a fool, now I'm awake Hold me not Give me back my mind My thoughts that you've taken Starve me to care Could the night help me shut you out? You gave me a lesson Not to go and dive Not to go and dive Not to go and dive Not to go and dive Not to go and dive But I already dive But I already dive You're between the dawn and blackest sky Could the night help me shut you out? A lesson Not to go and dive But I already dive But I already dive"""
148,"""Hold me tight, read my lips Don't need a word to say Lay me down, blow my mind Let's take it all the way Tell me, will you love me tomorrow Like you love me tonight? So we can worry about it tomorrow Just give me tonight Love me 'til it hurts Make my body burn Love me 'til it hurts I need my heart to burst If you want that real love, no fake love That hard love until it hurts That straight fire no fake fight We can't stop until it hurts Don't you worry about a thang, I'ma do you right I'ma hit it in the morning like I do tonight Slow it down 'til my heart is ready to explode Bring it back, go down low As far as you can go Tell me, will you love me tomorrow Like you love me tonight? So we can worry about it tomorrow Just give me tonight Love me 'til it hurts Make my body burn Love me 'til it hurts I need my heart to burst"""
149,"""Waiting for the time to pass you by Hope the winds of change will change your mind I could give a thousand reasons why And I know you, and you've got to Make it on your own, but we don't have to grow up We can stay forever young Living on my sofa, drinking rum and cola Underneath the rising sun I could give a thousand reasons why But you're going, and you know that All you have to do is stay a minute Just take your time The clock is ticking, so stay All you have to do is wait a second Your hands on mine The clock is ticking, so stay All you have to do is All you have to do is stay Won't admit what I already know I've never been the best at letting go I don't wanna spend the night alone Guess I need you, and I need to Make it on my own, but I don't wanna grow up We can stay forever young Living on my sofa, drinking rum and cola Underneath the rising sun I could give a million reasons why But you're going, and you know that All you have to do is stay a minute Just take your time The clock is ticking, so stay All you have to do is wait a second Your hands on mine The clock is ticking, so stay All you have to do is All you have to do is stay All you have to do is stay So stay, yeah All you have to do is stay a minute Just take your time The clock is ticking, so stay All you have to do is wait a second Your hands on mine The clock is ticking, so stay All you have to do is stay"""
150,"""Take a seat right over there, sat on the stairs Stay or leave, the cabinets are bare and I'm unaware Of just how we got into this mess, got so aggressive I know we meant all good intentions So pull me closer Why don't you pull me close? Why don't you come on over? I can't just let you go Oh baby, why don't you just meet me in the middle? I'm losing my mind just a little So why don't you just meet me in the middle? In the middle Baby, why don't you just meet me in the middle? I'm losing my mind just a little So why don't you just meet me in the middle? In the middle, oh Take a step back for a minute, into the kitchen Floors are wet and taps are still running, dishes are broken How did we get into this mess? Got so aggressive I know we meant all good intentions So pull me closer Why don't you pull me close? Why don't you come on over? I can't just let you go, oh Baby, why don't you just meet me in the middle? I'm losing my mind just a little So why don't you just meet me in the middle? In the middle Looking at you, I can't lie Just pouring out admission Regardless of my objection, oh And it's not about my pride I need you on my skin Just come over, pull me in, just Oh, baby, why don't you just meet me in the middle? I'm losing my mind just a little So why don't you just meet me in the middle? In the middle, no no Baby, why don't you just meet me in the middle? Oh yeah I'm losing my mind just a little So why don't you just meet me in the middle? Oh In the middle Baby, why don't you just meet me in the middle, baby? I'm losing my mind just a little So why don't you just meet me in the middle, middle? In the middle, middle"""
151,"Hello, it's me I was wondering if after all these years you'd like to meet To go over everything They say that time's supposed to heal ya, but I ain't done much healing Hello, can you hear me? I'm in California dreaming about who we used to be When we were younger and free I've forgotten how it felt before the world fell at our feet There's such a difference between us And a million miles Hello from the other side I must've called a thousand times To tell you I'm sorry for everything that I've done But when I call, you never seem to be home Hello from the outside At least I can say that I've tried To tell you I'm sorry for breaking your heart But it don't matter, it clearly doesn't tear you apart anymore Hello, how are you? It's so typical of me to talk about myself, I'm sorry I hope that you're well Did you ever make it out of that town where nothing ever happened? It's no secret that the both of us Are running out of time So hello from the other side (other side) I must've called a thousand times (thousand times) To tell you I'm sorry for everything that I've done But when I call, you never seem to be home Hello from the outside (outside) At least I can say that I've tried (I've tried) To tell you I'm sorry for breaking your heart But it don't matter, it clearly doesn't tear you apart anymore Ooh (lows, lows, lows, lows), anymore (Highs, highs, highs, highs) Ooh (lows, lows, lows, lows), anymore (Highs, highs, highs, highs) Ooh (lows, lows, lows, lows), anymore (Highs, highs, highs, highs) Anymore (lows, lows, lows, lows) Hello from the other side (other side) I must've called a thousand times (thousand times) To tell you I'm sorry for everything that I've done But when I call, you never seem to be home Hello from the outside (outside) At least I can say that I've tried (I've tried) To tell you I'm sorry for breaking your heart But it don't matter, it clearly doesn't tear you apart anymore"
152,"I walked through the door with you The air was cold But something about it felt like home somehow And I, left my scarf there at your sister's house And you've still got it in your drawer even now Oh, your sweet disposition And my wide-eyed gaze We're singing in the car, getting lost upstate Autumn leaves falling down like pieces into place And I can picture it after all these days And I know it's long gone and that magic's not here no more And I might be okay but I'm not fine at all 'Cause there we are again on that little town street You almost ran the red 'cause you were lookin' over at me Wind in my hair, I was there I remember it all too well Photo album on the counter Your cheeks were turning red You used to be a little kid with glasses in a twin-sized bed And your mother's telling stories 'bout you on the tee-ball team You told me 'bout your past thinking your future was me And I know it's long gone and there was nothing else I could do And I forget about you long enough to forget why I needed to 'Cause there we are again in the middle of the night We're dancing 'round the kitchen in the refrigerator light Down the stairs, I was there I remember it all too well, yeah And maybe we got lost in translation Maybe I asked for too much But maybe this thing was a masterpiece 'til you tore it all up Running scared, I was there I remember it all too well And you call me up again just to break me like a promise So casually cruel in the name of being honest I'm a crumpled up piece of paper lying here 'Cause I remember it all, all, all Too well Time won't fly, it's like I'm paralyzed by it I'd like to be my old self again But I'm still trying to find it After plaid shirt days and nights when you made me your own Now you mail back my things and I walk home alone But you keep my old scarf from that very first week 'Cause it reminds you of innocence And it smells like me You can't get rid of it 'Cause you remember it all too well, yeah 'Cause there we are again when I loved you so Back before you lost the one real thing you've ever known It was rare, I was there, I remember it all too well Wind in my hair, you were there, you remember it all Down the stairs, you were there, you remember it all It was rare, I was there, I remember it all too well"
153,"I know you're somewhere out there, somewhere far away I want you back, I want you back My neighbors think I'm crazy, but they don't understand You're all I had, you're all I had At night, when the stars light up my room I sit by myself Talking to the moon Tryna get to you In hopes you're on the other side talking to me too Or am I a fool who sits alone talking to the moon? Oh I'm feelin' like I'm famous, the talk of the town They say I've gone mad, yeah, I've gone mad But they don't know what I know, 'cause when the sun goes down Someone's talking back, yeah, they're talking back, oh At night, when the stars light up my room I sit by myself Talking to the moon Tryna get to you In hopes you're on the other side talking to me too Or am I a fool who sits alone talking to the moon? Ah, ah, ah Do you ever hear me calling? (Ah) oh-oh-oh (ah), oh-oh-oh (ah) 'Cause every night I'm talking to the moon Still tryna get to you In hopes you're on the other side talking to me too Or am I a fool who sits alone talking to the moon? Oh I know you're somewhere out there, somewhere far away"
154,"Same bed but it feels just a little bit bigger now Our song on the radio but it don't sound the same When our friends talk about you, all it does is just tear me down 'Cause my heart breaks a little when I hear your name It all just sounds like ooooohâ€¦ Mmm, too young, too dumb to realize That I should've bought you flowers And held your hand Should've gave you all my hours When I had the chance Take you to every party 'Cause all you wanted to do was dance Now my baby's dancing But she's dancing with another man My pride, my ego, my needs, and my selfish ways Caused a good strong woman like you to walk out my life Now I'll never, never get to clean up the mess I made, ohhâ€¦ And it haunts me every time I close my eyes It all just sounds like ooooohâ€¦ Mmm, too young, too dumb to realize That I should've bought you flowers And held your hand Should've gave you all my hours When I had the chance Take you to every party 'Cause all you wanted to do was dance Now my baby's dancing But she's dancing with another man Although it hurts I'll be the first to say that I was wrong Oh, I know I'm probably much too late To try and apologize for my mistakes But I just want you to know I hope he buys you flowers I hope he holds your hand Give you all his hours When he has the chance Take you to every party 'Cause I remember how much you loved to dance Do all the things I should have done When I was your man Do all the things I should have done When I was your man"
155,"Heart beats fast Colors and promises How to be brave? How can I love when I'm afraid to fall? But watching you stand alone All of my doubt suddenly goes away somehow One step closer I have died every day waiting for you Darling, don't be afraid I have loved you for a thousand years I'll love you for a thousand more Time stands still Beauty in all she is I will be brave I will not let anything take away What's standing in front of me Every breath, every hour has come to this One step closer I have died every day waiting for you Darling, don't be afraid I have loved you for a thousand years I'll love you for a thousand more And all along I believed I would find you Time has brought your heart to me I have loved you for a thousand years I'll love you for a thousand more One step closer One step closer I have died every day waiting for you Darling, don't be afraid I have loved you for a thousand years I'll love you for a thousand more And all along I believed I would find you Time has brought your heart to me I have loved you for a thousand years I'll love you for a thousand more"
156,"When your legs don't work like they used to before And I can't sweep you off of your feet Will your mouth still remember the taste of my love Will your eyes still smile from your cheeks And darling I will be loving you 'til we're 70 And baby my heart could still fall as hard at 23 And I'm thinking 'bout how people fall in love in mysterious ways Maybe just the touch of a hand Oh me I fall in love with you every single day And I just wanna tell you I am So honey now Take me into your loving arms Kiss me under the light of a thousand stars Place your head on my beating heart I'm thinking out loud Maybe we found love right where we are When my hair's all but gone and my memory fades And the crowds don't remember my name When my hands don't play the strings the same way, mm I know you will still love me the same 'Cause honey your soul can never grow old, it's evergreen Baby your smile's forever in my mind and memory I'm thinking 'bout how people fall in love in mysterious ways Maybe it's all part of a plan I'll just keep on making the same mistakes Hoping that you'll understand But baby now Take me into your loving arms Kiss me under the light of a thousand stars Place your head on my beating heart I'm thinking out loud That maybe we found love right where we are, oh So baby now Take me into your loving arms Kiss me under the light of a thousand stars Oh darling, place your head on my beating heart I'm thinking out loud That maybe we found love right where we are Oh baby, we found love right where we are (maybe) And we found love right where we are"
157,"I found a love for me Darling, just dive right in and follow my lead Well, I found a girl, beautiful and sweet Oh, I never knew you were the someone waitin' for me 'Cause we were just kids when we fell in love Not knowin' what it was I will not give you up this time Darling, just kiss me slow Your heart is all I own And in your eyes, you're holdin' mine Baby, I'm dancin' in the dark With you between my arms Barefoot on the grass Listenin' to our favourite song When you said you looked a mess I whispered underneath my breath But you heard it Darling, you look perfect tonight I found a woman Stronger than anyone I know She shares my dreams I hope that someday I'll share her home I found a love To carry more than just my secrets Carry love, to carry children Of our own We are still kids and we're so in love Fightin' against all odds I know we'll be alright this time Darling, just hold my hand Be my girl, I'll be your man I see my future in your eyes Baby, I'm dancin' in the dark With you between my arms Barefoot on the grass Listenin' to our favourite song When I saw you in that dress Looking so beautiful I don't deserve this Darling, you look perfect tonight Mm, sing with me, yeah Baby, I'm (sing) dancin' in the dark With you between my arms Barefoot on the grass Listenin' to our favourite song I have faith in what I see Now I know I have met an angel in person And she looks perfect Oh, I don't deserve this You look perfect tonight"
158,"Loving can hurt, loving can hurt sometimes But it's the only thing that I know When it gets hard, you know it can get hard sometimes It is the only thing makes us feel alive We keep this love in a photograph We made these memories for ourselves Where our eyes are never closing Hearts are never broken And time's forever frozen still So you can keep me Inside the pocket of your ripped jeans Holding me closer 'til our eyes meet You won't ever be alone, wait for me to come home Loving can heal, loving can mend your soul And it's the only thing that I know, know I swear it will get easier Remember that with every piece of ya Hmm, and it's the only thing we take with us when we die Hmm, we keep this love in this photograph We made these memories for ourselves Where our eyes are never closing Hearts were never broken And time's forever frozen, still So you can keep me Inside the pocket of your ripped jeans Holding me closer 'til our eyes meet You won't ever be alone And if you hurt me That's okay, baby, only words bleed Inside these pages, you just hold me And I won't ever let you go Wait for me to come home Wait for me to come home Wait for me to come home Wait for me to come home Oh, you can fit me Inside the necklace you got when you were sixteen Next to your heartbeat where I should be Keep it deep within your soul And if you hurt me Well, that's okay, baby, only words bleed Inside these pages, you just hold me And I won't ever let you go When I'm away, I will remember how you kissed me Under the lamppost back on Sixth street Hearing you whisper through the phone ""Wait for me to come home"""
159,"Just stop your crying It's a sign of the times Welcome to the final show Hope you're wearing your best clothes You can't bribe the door on your way to the sky You look pretty good down here But you ain't really good If we never learn, we been here before Why are we always stuck and running from The bullets? The bullets We never learn, we been here before Why are we always stuck and running from Your bullets? The bullets Just stop your crying It's a sign of the times We gotta get away from here We gotta get away from here Just stop your crying It'll be alright They told me that the end is near We gotta get away from here Just stop your crying Have the time of your life Breaking through the atmosphere And things are pretty good from here Remember everything will be alright We can meet again somewhere Somewhere far away from here We never learn, we been here before Why are we always stuck and running from The bullets? The bullets We never learn, we been here before Why are we always stuck and running from The bullets? The bullets Just stop your crying It's a sign of the times We gotta get away from here We gotta get away from here Stop your crying Baby, it'll be alright They told me that the end is near We gotta get away from here We never learn, we been here before Why are we always stuck and running from The bullets? The bullets We never learn, we been here before Why are we always stuck and running from The bullets? The bullets We don't talk enough We should open up Before it's all too much Will we ever learn? We've been here before It's just what we know Stop your crying, baby It's a sign of the times We gotta get away We got to get away We got to get away We got to get away We got to get away We got to, we got to, away We got to, we got to, away We got to, we got to, away"
160,"When the days are cold And the cards all fold And the saints we see Are all made of gold When your dreams all fail And the ones we hail Are the worst of all And the blood's run stale I wanna hide the truth I wanna shelter you But with the beast inside There's nowhere we can hide No matter what we breed We still are made of greed This is my kingdom come This is my kingdom come When you feel my heat Look into my eyes It's where my demons hide It's where my demons hide Don't get too close It's dark inside It's where my demons hide It's where my demons hide At the curtain's call It's the last of all When the lights fade out All the sinners crawl So they dug your grave And the masquerade Will come calling out At the mess you've made Don't wanna let you down But I am hellbound Though this is all for you Don't wanna hide the truth No matter what we breed We still are made of greed This is my kingdom come This is my kingdom come When you feel my heat Look into my eyes It's where my demons hide It's where my demons hide Don't get too close It's dark inside It's where my demons hide It's where my demons hide They say it's what you make I say it's up to fate It's woven in my soul I need to let you go Your eyes, they shine so bright I wanna save that light I can't escape this now Unless you show me how When you feel my heat Look into my eyes It's where my demons hide It's where my demons hide Don't get too close It's dark inside It's where my demons hide It's where my demons hide"
161,"Tell me something, girl Are you happy in this modern world? Or do you need more? Is there something else you're searchin' for? I'm falling In all the good times, I find myself longin' for change And in the bad times, I fear myself Tell me something, boy Aren't you tired trying to fill that void? Or do you need more? Ain't it hard keeping it so hardcore? I'm falling In all the good times, I find myself longing for change And in the bad times, I fear myself I'm off the deep end, watch as I dive in I'll never meet the ground Crash through the surface, where they can't hurt us We're far from the shallow now In the sha-, shallow In the sha-ha-sha-la-la-la-llow In the sha-ha, sha-ha-llow We're far from the shallow now Oh, ha-ah-ah Ah, ha-ah-ah, oh, ah Ha-ah-ah-ah I'm off the deep end, watch as I dive in I'll never meet the ground Crash through the surface, where they can't hurt us We're far from the shallow now In the sha-ha, sha-ha-llow In the sha-ha-sha-la-la-la-llow In the sha-ha, sha-ha-llow We're far from the shallow now"
162,"I'm going under and this time I fear there's no one to save me This all or nothing really got a way of driving me crazy I need somebody to heal Somebody to know Somebody to have Somebody to hold It's easy to say But it's never the same I guess I kinda liked the way you numbed all the pain Now the day bleeds Into nightfall And you're not here To get me through it all I let my guard down And then you pulled the rug I was getting kinda used to being someone you loved I'm going under and this time I fear there's no one to turn to This all or nothing way of loving got me sleeping without you Now, I need somebody to know Somebody to heal Somebody to have Just to know how it feels It's easy to say But it's never the same I guess I kinda liked the way you helped me escape Now the day bleeds Into nightfall And you're not here To get me through it all I let my guard down And then you pulled the rug I was getting kinda used to being someone you loved And I tend to close my eyes when it hurts sometimes I fall into your arms I'll be safe in your sound til I come back around For now the day bleeds Into nightfall And you're not here To get me through it all I let my guard down And then you pulled the rug I was getting kinda used to being someone you loved But now the day bleeds Into nightfall And you're not here To get me through it all I let my guard down And then you pulled the rug I was getting kinda used to being someone you loved I let my guard down And then you pulled the rug I was getting kinda used to being someone you loved"
163,"I don't wanna go But baby, we both know This is not our time It's time to say goodbye Until we meet again 'Cause this is not the end It will come a day When we will find our way Violins playin' and the angels cryin' When the stars align, then I'll be there No, I don't care about them all 'Cause all I want is to be loved And all I care about is you You're stuck on me like a tattoo No, I don't care about the pain I'll walk through fire and through rain Just to get closer to you You're stuck on me like a tattoo I'm letting my hair down I'm takin' it cool You got my heart in your hand, don't lose it, my friend It's all that I got Violins playin' and the angels cryin' When the stars align, then I'll be there No, I don't care about them all 'Cause all I want is to be loved And all I care about is you You're stuck on me like a tattoo No, I don't care about the pain I'll walk through fire and through rain Just to get closer to you You're stuck on me like a tattoo No, I don't care about them all 'Cause all I want is to be loved And all I care about is you You're stuck on me like a tattoo No, I don't care about the pain I'll walk through fire and through rain Just to get closer to you You're stuck on me like a tattoo All I care about is love Oh, oh, oh All I care about is love You're stuck on me like a tattoo"
164,"There are days I wake up and I pinch myself You're with me, not someone else And I am scared, yeah, I'm still scared That it's all a dream

'Cause you still look perfect as days go by Even the worst ones, you make me smile I'd stop the world if it gave us time

(Chorus) 'Cause when you love someone You open up your heart When you love someone You make room If you love someone And you're not afraid to lose 'em You probably never loved someone like I do You probably never loved someone like I do

(Verse 2) When you say You love the way I make you feel Everything becomes so real Don't be scared, no, don't be scared 'Cause you're all I need

And you still look perfect as days go by Even the worst ones, you make me smile I'd stop the world if it gave us time

(Chorus) 'Cause when you love someone You open up your heart When you love someone You make room If you love someone And you're not afraid to lose 'em You probably never loved someone like I do You probably never loved someone like I do

(Bridge) All my life I thought it'd be hard to find The one 'til I found you And I find it bittersweet 'Cause you gave me something to lose

(Chorus) But when you love someone You open up your heart When you love someone You make room If you love someone And you're not afraid to lose 'em You probably never loved someone like I do You probably never loved someone like I do You probably never loved someone like I do"
165,"Here's to the ones that we got Cheers to the wish you were here, but you're not 'Cause the drinks bring back all the memories Of everything we've been through Toast to the ones here today Toast to the ones that we lost on the way 'Cause the drinks bring back all the memories And the memories bring back, memories bring back you Tequila drinkin', double shot, yeah, I need you I know this life it look nice but it get deeper I run from reapers, dodge bullets from Glock, Ninas I live my life tryna prove myself to non-believers, gotta stop that The devil talkin', I block that Got some homies in Heaven now, they watch my back For all this pain, we numb it with champagne Hunnid bottles in the club, that's a goddamn shame Everybody hurts sometimes Everybody hurts someday, ayy-ayy (4Hunnid) But everything gon' be alright Go and raise a glass and say, ayy Here's to the ones that we got Cheers to the wish you were here, but you're not 'Cause the drinks bring back all the memories Of everything we've been through Toast to the ones here today Toast to the ones that we lost on the way 'Cause the drinks bring back all the memories And the memories bring back, memories bring back you Doo-doo, doo-doo-doo-doo Doo-doo-doo-doo, doo-doo-doo-doo Doo-doo-doo-doo, doo-doo-doo Memories bring back, memories bring back you Look I done lost love, lost fifties, lost dubs Lost fights, nigga, lost life of loved ones Lost time, pressin' rewind, it won't budge It's alright, you can tell me your truth, I won't judge I done lost too, relationships you could call true You hit me up and I'm gon' fall through Tellin' lies to sound true, like it's all you Learn to love what's imperfect, that's what God do Everybody hurts sometimes Everybody hurts someday, ayy-ayy But everything gon' be alright Go and raise a glass and say, ayy Here's to the ones that we got (oh-oh) Cheers to the wish you were here, but you're not 'Cause the drinks bring back all the memories Of everything we've been through (no, no) Toast to the ones here today (ayy) Toast to the ones that we lost on the way 'Cause the drinks bring back all the memories (ayy) And the memories bring back, memories bring back you Doo-doo, doo-doo-doo-doo Doo-doo-doo-doo, doo-doo-doo-doo Doo-doo-doo-doo, doo-doo-doo Memories bring back, memories bring back you Doo-doo, doo-doo-doo-doo Doo-doo-doo-doo, doo-doo-doo-doo Doo-doo-doo-doo, doo-doo-doo (ooh, yeah) Memories bring back, memories bring back you Yeah, yeah, yeah Yeah, yeah, yeah, yeah, yeah, no, no Memories bring back, memories bring back you"
166,Waking up to kiss you and nobody's there The smell of your perfume still stuck in the air It's hard Yesterday I thought I saw your shadow running 'round It's funny how things never change in this old town So far From the stars And I want to tell you everything The words I never got to say the first time around And I remember everything From when we were the children playing in this fairground Wish I was there with you now If the whole world was watching I'd still dance with you Drive highways and byways to be there with you Over and over the only truth Everything comes back to you Mmmmm I saw that you moved on with someone new In the pub that we met he's got his arms around you It's so hard So hard And I want to tell you everything The words I never got to say the first time around And I remember everything From when we were the children playing in this fairground Wish I was there with you now 'Cause if the whole world was watching I'd still dance with you Drive highways and byways to be there with you Over and over the only truth Everything comes back to you You still make me nervous when you walk in the room Them butterfliesâ€”they come alive when I'm next to you Over and over the only truth Everything comes back to you And I know that it's wrong That I can't move on But there's something 'bout you 'Cause if the whole world was watching I'd still dance with you Drive highways and byways to be there with you Over and over the only truth Everything comes back to you You still make me nervous when you walk in the room Them butterfliesâ€”they come alive when I'm next to you Over and over the only truth Everything comes back to you Mmmm Everything comes back to you Mmmm
167,"We broke up a month ago Your friends are mine, you know, I know You've moved on, found someone new One more girl who brings out the better in you And I thought my heart was detached From all the sunlight of our past But she's so sweet, she's so pretty Does she mean you forgot about me? Oh, I hope you're happy But not like how you were with me I'm selfish, I know, I can't let you go So find someone great, but don't find no one better I hope you're happy, but don't be happier And do you tell her she's the most beautiful girl you've ever seen? An eternal love bullshit you know you'll never mean Remember when I believed you meant it when you said it first to me? And now I'm pickin' her apart Like cuttin' her down will make you miss my wretched heart But she's beautiful, she looks kind She probably gives you butterflies I hope you're happy But not like how you were with me I'm selfish, I know, I can't let you go So find someone great but don't find no one better I hope you're happy I wish you all the best, really Say you love her, baby, just not like you loved me And think of me fondly when your hands are on her I hope you're happy, but don't be happier Ooh, ooh-ooh, ooh-ooh Ooh-ooh I hope you're happy Just not like how you were with me I'm selfish, I know, can't let you go So find someone great, but don't find no one better I hope you're happy, but don't be happier"
168,"Written in these walls are the stories that I can't explain I leave my heart open but it stays right here empty for days She told me in the morning she don't feel the same about us in her bones It seems to me that when I die these words will be written on my stone And I'll be gone, gone tonight The ground beneath my feet is open wide The way that I been holding on too tight With nothing in between The story of my life I take her home I drive all night To keep her warm And time is frozen (the story of, the story of) The story of my life I give her hope I spend her love Until she's broke Inside The story of my life (the story of, the story of) Written on these walls are the colors that I can't change Leave my heart open but it stays right here in its cage I know that in the morning now I'll see us in the light upon a hill Although I am broken, my heart is untamed, still And I'll be gone, gone tonight The fire beneath my feet is burning bright The way that I've been holding on so tight With nothing in between The story of my life I take her home I drive all night To keep her warm And time is frozen (the story of, the story of) The story of my life I give her hope I spend her love Until she's broke Inside The story of my life (the story of, the story of) And I been waiting for this time to come around But baby running after you is like chasing the clouds The story of my life I take her home I drive all night To keep her warm And time is frozen The story of my life I give her hope (give her hope) I spend her love Until she's broke (until she's broke inside) Inside The story of my life (the story of, the story of) The story of my life The story of my life (the story of, the story of) The story of my life"
